timestamp,elapsed_s,scan_index,quality,angle_deg,distance_mm
1785215477.682903051,0.016993,0,15,351.812500,3577.750
1785215477.682903051,0.016993,0,15,355.062500,3832.000
1785215477.682903051,0.016993,0,15,356.734375,3907.500
1785215477.682903051,0.016993,0,13,358.375000,3951.000
1785215477.682903051,0.016993,0,15,0.031250,3974.750
1785215477.682903051,0.016993,0,14,1.671875,4008.750
1785215477.682903051,0.016993,0,15,3.296875,4054.500
1785215477.682903051,0.016993,0,15,4.953125,4100.750
1785215477.682903051,0.016993,0,15,6.609375,4139.250
1785215477.682903051,0.016993,0,13,8.250000,4199.500
1785215477.682903051,0.016993,0,12,11.468750,4406.500
1785215477.682903051,0.016993,0,10,13.093750,4481.000
1785215477.682903051,0.016993,0,15,198.765625,8657.750
1785215477.682903051,0.016993,0,15,225.140625,4977.750
1785215477.682903051,0.016993,0,15,228.406250,4704.250
1785215477.682903051,0.016993,0,15,233.484375,3362.250
1785215477.682903051,0.016993,0,15,235.109375,3355.250
1785215477.682903051,0.016993,0,15,238.328125,3902.500
1785215477.682903051,0.016993,0,15,239.984375,3833.500
1785215477.682903051,0.016993,0,15,241.640625,3768.500
1785215477.682903051,0.016993,0,15,243.265625,3694.250
1785215477.682903051,0.016993,0,15,244.921875,3621.500
1785215477.682903051,0.016993,0,15,246.578125,3573.750
1785215477.682903051,0.016993,0,15,248.203125,3527.500
1785215477.682903051,0.016993,0,15,249.843750,3478.750
1785215477.682903051,0.016993,0,15,251.562500,3425.250
1785215477.682903051,0.016993,0,15,253.187500,3415.500
1785215477.682903051,0.016993,0,15,254.843750,3463.500
1785215477.682903051,0.016993,0,15,256.484375,3481.250
1785215477.682903051,0.016993,0,15,261.359375,3763.500
1785215477.682903051,0.016993,0,15,263.015625,3741.000
1785215477.682903051,0.016993,0,15,264.671875,3709.750
1785215477.682903051,0.016993,0,15,266.328125,3701.250
1785215477.682903051,0.016993,0,15,267.953125,3694.500
1785215477.682903051,0.016993,0,15,269.609375,3676.500
1785215477.682903051,0.016993,0,15,271.234375,3669.750
1785215477.682903051,0.016993,0,15,272.906250,3666.750
1785215477.682903051,0.016993,0,15,274.500000,3682.750
1785215477.682903051,0.016993,0,15,276.109375,3697.500
1785215477.682903051,0.016993,0,15,277.765625,3717.500
1785215477.682903051,0.016993,0,15,279.406250,3733.500
1785215477.682903051,0.016993,0,15,281.046875,3749.000
1785215477.682903051,0.016993,0,15,282.671875,3772.000
1785215477.682903051,0.016993,0,15,284.312500,3787.000
1785215477.682903051,0.016993,0,15,285.953125,3801.000
1785215477.682903051,0.016993,0,15,287.593750,3829.500
1785215477.682903051,0.016993,0,15,292.546875,3580.250
1785215477.682903051,0.016993,0,15,295.875000,3287.500
1785215477.682903051,0.016993,0,15,297.500000,3305.750
1785215477.682903051,0.016993,0,15,299.203125,3351.250
1785215477.682903051,0.016993,0,15,300.859375,3388.500
1785215477.682903051,0.016993,0,15,302.484375,3447.750
1785215477.682903051,0.016993,0,15,304.125000,3517.750
1785215477.682903051,0.016993,0,15,305.765625,3587.000
1785215477.682903051,0.016993,0,15,307.390625,3672.250
1785215477.682903051,0.016993,0,9,312.328125,3693.000
1785215477.682903051,0.016993,0,15,314.000000,3648.250
1785215477.682903051,0.016993,0,9,315.656250,3591.000
1785215477.682903051,0.016993,0,11,317.281250,3541.750
1785215477.682903051,0.016993,0,15,318.937500,3532.750
1785215477.682903051,0.016993,0,15,320.578125,3517.250
1785215477.682903051,0.016993,0,15,322.218750,3506.250
1785215477.682903051,0.016993,0,15,323.921875,3515.250
1785215477.682903051,0.016993,0,15,325.578125,3497.250
1785215477.682903051,0.016993,0,15,327.234375,3483.250
1785215477.682903051,0.016993,0,15,328.890625,3490.750
1785215477.682903051,0.016993,0,15,330.546875,3487.250
1785215477.682903051,0.016993,0,15,332.171875,3481.500
1785215477.682903051,0.016993,0,15,333.812500,3487.000
1785215477.682903051,0.016993,0,15,335.468750,3496.000
1785215477.682903051,0.016993,0,15,337.125000,3512.750
1785215477.682903051,0.016993,0,15,338.781250,3519.000
1785215477.682903051,0.016993,0,15,340.421875,3522.000
1785215477.682903051,0.016993,0,15,342.078125,3533.750
1785215477.682903051,0.016993,0,15,343.703125,3552.000
1785215477.682903051,0.016993,0,12,345.375000,3575.250
1785215477.682903051,0.016993,0,15,347.031250,3578.500
1785215477.682903051,0.016993,0,15,348.656250,3580.250
1785215477.682903051,0.016993,0,15,350.328125,3576.750
1785215477.796969414,0.206920,1,9,353.578125,3745.750
1785215477.796969414,0.206920,1,15,355.250000,3839.750
1785215477.796969414,0.206920,1,15,356.875000,3897.250
1785215477.796969414,0.206920,1,15,358.531250,3939.250
1785215477.796969414,0.206920,1,15,0.171875,3973.500
1785215477.796969414,0.206920,1,11,1.812500,4007.000
1785215477.796969414,0.206920,1,15,3.437500,4048.500
1785215477.796969414,0.206920,1,15,5.109375,4096.500
1785215477.796969414,0.206920,1,15,6.734375,4150.250
1785215477.796969414,0.206920,1,12,8.390625,4226.500
1785215477.796969414,0.206920,1,15,10.015625,4311.000
1785215477.796969414,0.206920,1,13,11.593750,4397.500
1785215477.796969414,0.206920,1,13,13.234375,4494.000
1785215477.796969414,0.206920,1,8,180.734375,10204.500
1785215477.796969414,0.206920,1,15,200.484375,10222.500
1785215477.796969414,0.206920,1,15,225.250000,4964.500
1785215477.796969414,0.206920,1,15,228.531250,4691.250
1785215477.796969414,0.206920,1,15,233.609375,3366.000
1785215477.796969414,0.206920,1,13,235.218750,3359.250
1785215477.796969414,0.206920,1,15,238.453125,3882.750
1785215477.796969414,0.206920,1,15,240.093750,3807.250
1785215477.796969414,0.206920,1,15,241.765625,3752.250
1785215477.796969414,0.206920,1,15,243.421875,3693.500
1785215477.796969414,0.206920,1,15,245.046875,3621.750
1785215477.796969414,0.206920,1,15,246.718750,3568.750
1785215477.796969414,0.206920,1,15,248.343750,3526.500
1785215477.796969414,0.206920,1,15,249.984375,3473.750
1785215477.796969414,0.206920,1,15,251.656250,3418.000
1785215477.796969414,0.206920,1,15,253.281250,3417.750
1785215477.796969414,0.206920,1,15,254.937500,3468.500
1785215477.796969414,0.206920,1,15,256.578125,3480.500
1785215477.796969414,0.206920,1,15,261.468750,3760.000
1785215477.796969414,0.206920,1,15,263.125000,3745.750
1785215477.796969414,0.206920,1,15,264.765625,3738.500
1785215477.796969414,0.206920,1,15,266.406250,3714.750
1785215477.796969414,0.206920,1,15,268.062500,3691.750
1785215477.796969414,0.206920,1,15,269.703125,3681.500
1785215477.796969414,0.206920,1,15,271.328125,3669.750
1785215477.796969414,0.206920,1,15,273.000000,3666.250
1785215477.796969414,0.206920,1,15,274.578125,3681.000
1785215477.796969414,0.206920,1,15,276.218750,3695.750
1785215477.796969414,0.206920,1,15,277.828125,3716.000
1785215477.796969414,0.206920,1,15,279.484375,3732.500
1785215477.796969414,0.206920,1,15,281.109375,3749.250
1785215477.796969414,0.206920,1,15,282.765625,3769.750
1785215477.796969414,0.206920,1,15,284.375000,3781.000
1785215477.796969414,0.206920,1,15,286.031250,3798.750
1785215477.796969414,0.206920,1,15,287.671875,3828.250
1785215477.796969414,0.206920,1,15,292.609375,3576.750
1785215477.796969414,0.206920,1,15,295.937500,3288.000
1785215477.796969414,0.206920,1,15,297.531250,3308.750
1785215477.796969414,0.206920,1,15,299.265625,3353.750
1785215477.796969414,0.206920,1,15,300.937500,3391.250
1785215477.796969414,0.206920,1,15,302.562500,3454.250
1785215477.796969414,0.206920,1,15,304.203125,3519.500
1785215477.796969414,0.206920,1,15,305.843750,3587.500
1785215477.796969414,0.206920,1,15,307.468750,3675.500
1785215477.796969414,0.206920,1,14,314.078125,3684.250
1785215477.796969414,0.206920,1,14,315.703125,3627.000
1785215477.796969414,0.206920,1,10,317.359375,3574.500
1785215477.796969414,0.206920,1,15,319.015625,3537.750
1785215477.796969414,0.206920,1,15,320.656250,3517.000
1785215477.796969414,0.206920,1,15,322.281250,3505.250
1785215477.796969414,0.206920,1,15,323.984375,3507.500
1785215477.796969414,0.206920,1,15,325.640625,3493.250
1785215477.796969414,0.206920,1,15,327.296875,3486.750
1785215477.796969414,0.206920,1,15,328.921875,3494.000
1785215477.796969414,0.206920,1,15,330.593750,3490.500
1785215477.796969414,0.206920,1,15,332.218750,3485.000
1785215477.796969414,0.206920,1,15,333.875000,3480.500
1785215477.796969414,0.206920,1,15,335.546875,3501.000
1785215477.796969414,0.206920,1,15,337.187500,3526.500
1785215477.796969414,0.206920,1,15,338.828125,3521.750
1785215477.796969414,0.206920,1,15,340.468750,3525.500
1785215477.796969414,0.206920,1,15,342.140625,3535.500
1785215477.796969414,0.206920,1,15,343.765625,3556.750
1785215477.796969414,0.206920,1,12,345.406250,3580.750
1785215477.796969414,0.206920,1,15,347.015625,3580.000
1785215477.796969414,0.206920,1,15,348.671875,3580.000
1785215477.796969414,0.206920,1,15,350.312500,3576.000
1785215477.908859491,0.284418,2,15,355.218750,3840.500
1785215477.908859491,0.284418,2,15,356.843750,3907.750
1785215477.908859491,0.284418,2,15,358.500000,3949.250
1785215477.908859491,0.284418,2,15,0.156250,3974.500
1785215477.908859491,0.284418,2,12,1.781250,4008.000
