timestamp,elapsed_s,scan_index,quality,angle_deg,distance_mm
1785218270.003739357,0.006599,0,14,352.296875,3899.500
1785218270.003739357,0.006599,0,12,355.578125,3952.750
1785218270.003739357,0.006599,0,12,10.312500,4434.250
1785218270.003739357,0.006599,0,15,13.578125,4686.500
1785218270.003739357,0.006599,0,7,182.703125,10195.250
1785218270.003739357,0.006599,0,15,222.343750,5395.500
1785218270.003739357,0.006599,0,15,224.000000,5245.750
1785218270.003739357,0.006599,0,15,230.593750,4670.750
1785218270.003739357,0.006599,0,15,233.968750,3414.500
1785218270.003739357,0.006599,0,15,235.625000,3390.750
1785218270.003739357,0.006599,0,15,240.500000,3891.250
1785218270.003739357,0.006599,0,15,242.171875,3812.500
1785218270.003739357,0.006599,0,15,243.796875,3746.250
1785218270.003739357,0.006599,0,15,245.468750,3693.000
1785218270.003739357,0.006599,0,15,247.109375,3622.500
1785218270.003739357,0.006599,0,15,248.765625,3572.500
1785218270.003739357,0.006599,0,15,250.421875,3534.000
1785218270.003739357,0.006599,0,15,252.031250,3490.750
1785218270.003739357,0.006599,0,15,253.656250,3443.500
1785218270.003739357,0.006599,0,15,256.937500,3545.500
1785218270.003739357,0.006599,0,15,258.609375,3529.500
1785218270.003739357,0.006599,0,15,261.828125,3797.500
1785218270.003739357,0.006599,0,15,263.500000,3786.750
1785218270.003739357,0.006599,0,15,265.140625,3774.250
1785218270.003739357,0.006599,0,15,266.765625,3770.250
1785218270.003739357,0.006599,0,15,268.421875,3757.250
1785218270.003739357,0.006599,0,15,270.031250,3753.000
1785218270.003739357,0.006599,0,15,271.671875,3752.500
1785218270.003739357,0.006599,0,15,273.343750,3738.750
1785218270.003739357,0.006599,0,15,275.015625,3732.500
1785218270.003739357,0.006599,0,15,276.640625,3747.500
1785218270.003739357,0.006599,0,15,278.312500,3756.750
1785218270.003739357,0.006599,0,15,279.921875,3765.250
1785218270.003739357,0.006599,0,15,281.578125,3783.750
1785218270.003739357,0.006599,0,15,283.203125,3797.250
1785218270.003739357,0.006599,0,15,284.843750,3809.250
1785218270.003739357,0.006599,0,15,286.500000,3836.750
1785218270.003739357,0.006599,0,15,288.125000,3875.500
1785218270.003739357,0.006599,0,15,289.781250,3837.000
1785218270.003739357,0.006599,0,15,293.093750,3657.500
1785218270.003739357,0.006599,0,15,296.421875,3357.750
1785218270.003739357,0.006599,0,15,298.046875,3355.000
1785218270.003739357,0.006599,0,15,299.781250,3381.000
1785218270.003739357,0.006599,0,15,301.437500,3436.500
1785218270.003739357,0.006599,0,15,303.062500,3498.000
1785218270.003739357,0.006599,0,15,304.703125,3565.000
1785218270.003739357,0.006599,0,15,306.328125,3644.500
1785218270.003739357,0.006599,0,15,307.984375,3703.250
1785218270.003739357,0.006599,0,9,314.562500,3726.250
1785218270.003739357,0.006599,0,10,316.250000,3711.000
1785218270.003739357,0.006599,0,12,317.890625,3686.250
1785218270.003739357,0.006599,0,13,319.546875,3674.250
1785218270.003739357,0.006599,0,15,321.187500,3657.500
1785218270.003739357,0.006599,0,15,322.859375,3621.500
1785218270.003739357,0.006599,0,14,324.515625,3614.250
1785218270.003739357,0.006599,0,7,326.140625,3612.250
1785218270.003739357,0.006599,0,12,327.812500,3594.500
1785218270.003739357,0.006599,0,11,329.468750,3585.000
1785218270.003739357,0.006599,0,9,331.093750,3574.250
1785218270.003739357,0.006599,0,15,332.781250,3571.250
