timestamp,quality,angle_deg,distance_mm
1785141448.0067298,15,351.40625,9382.75
1785141448.0067298,14,353.0625,9343.25
1785141448.0067298,15,356.390625,8531.0
1785141448.0067298,15,359.734375,7127.25
1785141448.0067298,15,1.390625,7088.5
1785141448.0067298,15,3.046875,7043.0
1785141448.0067298,15,4.6875,7048.75
1785141448.0067298,15,9.609375,8749.75
1785141448.0067298,15,11.203125,8820.0
1785141448.0067298,15,12.859375,8852.0
1785141448.0067298,15,22.265625,485.25
1785141448.0067298,15,23.859375,483.25
1785141448.0067298,15,46.578125,107.0
1785141448.0067298,15,168.09375,10070.75
1785141448.0067298,15,178.0,10604.5
1785141448.0067298,15,196.328125,5525.5
1785141448.0067298,15,199.640625,5173.25
1785141448.0067298,9,201.3125,5032.75
1785141448.0067298,14,206.296875,4450.5
1785141448.0067298,14,209.640625,4152.0
1785141448.0067298,15,211.3125,4048.75
1785141448.0067298,15,212.984375,3953.25
1785141448.0067298,15,214.640625,3872.0
1785141448.0067298,15,216.3125,3791.5
1785141448.0067298,15,217.953125,3704.0
1785141448.0067298,10,219.625,3608.75
1785141448.0067298,15,221.28125,3527.0
1785141448.0067298,14,222.953125,3439.0
1785141448.0067298,15,224.59375,3340.25
1785141448.0067298,11,226.296875,3254.5
1785141448.0067298,15,227.921875,3168.0
1785141448.0067298,9,229.5625,3084.0
1785141448.0067298,11,237.875,2919.5
1785141448.0067298,15,239.5,2871.25
1785141448.0067298,15,241.171875,2850.25
1785141448.0067298,15,242.84375,2842.5
1785141448.0067298,10,244.484375,2813.0
1785141448.0067298,8,246.125,2791.25
1785141448.0067298,8,247.796875,2769.5
1785141448.0067298,15,249.4375,2757.0
1785141448.0067298,15,251.109375,2746.75
1785141448.0067298,15,252.734375,2741.25
1785141448.0067298,15,254.40625,2735.5
1785141448.0067298,15,256.03125,2735.0
1785141448.0067298,15,257.6875,2740.25
1785141448.0067298,15,259.328125,2739.0
1785141448.0067298,15,260.984375,2736.25
1785141448.0067298,15,262.640625,2736.75
1785141448.0067298,10,264.328125,2744.5
1785141448.0067298,15,265.953125,2751.5
1785141448.0067298,11,267.609375,2754.5
1785141448.0067298,11,269.265625,2762.5
1785141448.0067298,9,270.90625,2773.0
1785141448.0067298,12,272.578125,2784.75
1785141448.0067298,15,274.1875,2801.75
1785141448.0067298,15,275.828125,2831.5
1785141448.0067298,15,277.484375,2853.0
