timestamp,quality,angle_deg,distance_mm
1785221159.2163613,13,350.46875,4090.5
1785221159.2163613,15,352.109375,4147.75
1785221159.2163613,12,353.765625,4205.75
1785221159.2163613,12,355.421875,4272.0
1785221159.2163613,10,357.046875,4343.0
1785221159.2163613,14,358.703125,4398.0
1785221159.2163613,12,0.359375,4450.5
1785221159.2163613,12,2.0,4539.0
1785221159.2163613,15,3.640625,4623.5
1785221159.2163613,15,5.28125,4719.0
1785221159.2163613,15,6.921875,4826.75
1785221159.2163613,15,8.578125,4883.75
1785221159.2163613,14,11.78125,5079.0
1785221159.2163613,11,13.40625,5135.25
1785221159.2163613,7,174.578125,10121.0
1785221159.2163613,8,176.234375,10072.75
1785221159.2163613,8,177.890625,10137.25
1785221159.2163613,9,179.484375,10186.25
1785221159.2163613,9,181.140625,10105.0
1785221159.2163613,8,184.4375,10064.25
1785221159.2163613,12,194.453125,5418.25
1785221159.2163613,15,197.75,5050.5
1785221159.2163613,15,199.40625,5037.75
1785221159.2163613,15,224.03125,5317.0
1785221159.2163613,15,227.359375,4993.25
1785221159.2163613,15,229.0,4866.75
1785221159.2163613,15,237.390625,3293.75
1785221159.2163613,15,239.015625,3307.5
1785221159.2163613,15,242.25,3813.75
1785221159.2163613,15,243.921875,3749.75
1785221159.2163613,15,245.546875,3692.25
1785221159.2163613,15,247.21875,3616.25
1785221159.2163613,15,248.859375,3563.0
1785221159.2163613,15,250.515625,3515.75
1785221159.2163613,15,252.171875,3459.5
1785221159.2163613,15,253.84375,3408.75
1785221159.2163613,15,255.5,3378.5
1785221159.2163613,15,257.125,3359.5
1785221159.2163613,15,260.390625,3451.0
1785221159.2163613,15,265.296875,3738.0
1785221159.2163613,15,266.953125,3715.5
1785221159.2163613,15,268.625,3699.75
1785221159.2163613,15,270.28125,3702.5
1785221159.2163613,15,271.921875,3691.25
1785221159.2163613,15,273.53125,3679.75
1785221159.2163613,15,275.15625,3689.5
1785221159.2163613,15,276.8125,3690.0
1785221159.2163613,15,278.421875,3694.0
1785221159.2163613,15,280.09375,3702.0
1785221159.2163613,15,281.734375,3722.5
1785221159.2163613,15,283.34375,3748.0
1785221159.2163613,15,285.015625,3764.75
1785221159.2163613,15,286.640625,3780.25
1785221159.2163613,15,288.265625,3795.0
1785221159.2163613,15,289.921875,3821.0
1785221159.2163613,15,291.5625,3858.25
1785221159.2163613,15,293.21875,3826.25
1785221159.2163613,15,296.5,3633.0
1785221159.2163613,15,299.96875,3377.5
1785221159.2163613,15,301.59375,3351.0
1785221159.2163613,15,303.234375,3390.0
1785221159.2163613,15,304.890625,3449.75
1785221159.2163613,15,306.53125,3520.25
1785221159.2163613,15,308.15625,3601.5
1785221159.2163613,15,309.8125,3677.25
1785221159.2163613,9,311.453125,3742.25
1785221159.2163613,11,318.046875,3750.75
1785221159.2163613,15,319.71875,3705.0
1785221159.2163613,15,321.375,3686.5
1785221159.2163613,15,323.046875,3677.5
1785221159.2163613,15,324.71875,3671.25
1785221159.2163613,15,326.359375,3669.0
1785221159.2163613,15,328.03125,3675.25
1785221159.2163613,15,329.671875,3683.25
1785221159.2163613,15,331.3125,3688.0
1785221159.2163613,15,333.0,3705.0
1785221159.2163613,13,334.609375,3714.5
1785221159.2163613,13,336.265625,3738.25
1785221159.2163613,9,337.921875,3774.75
1785221159.2163613,8,339.5625,3827.25
1785221159.2163613,14,341.234375,3878.25
1785221159.2163613,15,342.890625,3856.5
1785221159.2163613,15,344.53125,3851.5
1785221159.2163613,12,347.8125,4022.75
1785221159.2163613,12,349.46875,4066.25
1785221160.670717,14,351.09375,4127.0
1785221160.670717,14,352.734375,4174.5
1785221160.670717,15,354.390625,4233.75
1785221160.670717,9,356.03125,4305.5
1785221160.670717,15,357.703125,4367.0
1785221160.670717,15,359.359375,4413.75
1785221160.670717,10,0.984375,4485.0
1785221160.670717,15,2.640625,4601.5
1785221160.670717,15,4.265625,4694.0
1785221160.670717,15,5.921875,4762.25
1785221160.670717,15,7.5625,4842.5
1785221160.670717,10,9.21875,4917.25
1785221160.670717,11,10.765625,5010.25
1785221160.670717,15,12.421875,5099.75
1785221160.670717,7,14.0625,5166.5
1785221160.670717,8,176.875,10086.25
1785221160.670717,7,183.453125,10059.25
1785221160.670717,15,198.421875,5093.25
1785221160.670717,15,200.046875,5080.5
1785221160.670717,10,179.640625,10069.25
1785221160.670717,8,182.9375,10029.5
1785221160.670717,10,194.578125,5464.0
1785221160.670717,15,197.90625,5065.5
1785221160.670717,15,199.5625,5037.75
1785221160.670717,15,225.796875,5112.25
1785221160.670717,15,227.484375,4973.25
1785221160.670717,15,237.484375,3293.0
1785221160.670717,15,242.359375,3812.25
1785221160.670717,15,244.015625,3748.75
1785221160.670717,15,245.65625,3688.75
1785221160.670717,15,247.3125,3614.25
1785221160.670717,15,248.984375,3565.0
1785221160.670717,15,250.671875,3517.5
1785221160.670717,15,252.3125,3459.0
1785221160.670717,15,253.96875,3409.25
1785221160.670717,15,255.640625,3374.5
1785221160.670717,15,257.28125,3352.25
1785221160.670717,15,260.546875,3448.0
1785221160.670717,15,265.46875,3739.25
1785221160.670717,15,267.125,3717.75
1785221160.670717,15,268.765625,3701.5
1785221160.670717,15,270.40625,3701.75
1785221160.670717,15,272.046875,3690.0
1785221160.670717,15,273.703125,3680.5
1785221160.670717,15,275.265625,3693.75
1785221160.670717,15,276.90625,3695.0
1785221160.670717,15,278.5625,3698.0
1785221160.670717,15,280.203125,3705.25
1785221160.670717,15,281.828125,3718.75
1785221160.670717,15,283.484375,3742.5
1785221160.670717,15,285.109375,3768.25
1785221160.670717,15,286.75,3779.0
1785221160.670717,15,288.390625,3796.75
1785221160.670717,15,290.03125,3830.25
1785221160.670717,15,291.671875,3861.25
1785221160.670717,15,293.328125,3826.0
1785221160.670717,15,296.625,3654.5
1785221160.670717,15,300.046875,3373.5
1785221160.670717,15,301.671875,3354.25
1785221160.670717,15,303.328125,3395.25
1785221160.670717,15,304.953125,3453.0
1785221160.670717,15,306.578125,3522.25
1785221160.670717,15,308.234375,3603.25
1785221160.670717,15,309.875,3677.75
1785221160.670717,7,311.5,3742.25
1785221160.670717,13,318.109375,3750.75
1785221160.670717,15,319.765625,3704.5
1785221160.670717,15,321.421875,3685.5
1785221160.670717,13,323.109375,3677.5
1785221160.670717,15,324.75,3672.75
1785221160.670717,15,326.40625,3670.5
1785221160.670717,15,328.046875,3676.5
1785221160.670717,15,329.703125,3684.5
1785221160.670717,14,331.359375,3685.0
1785221160.670717,15,333.0,3702.0
1785221160.670717,12,334.640625,3715.0
1785221160.670717,11,336.28125,3737.25
1785221160.670717,11,337.9375,3775.0
1785221160.670717,9,339.578125,3811.75
1785221160.670717,13,341.21875,3861.0
1785221160.670717,9,342.890625,3855.25
1785221160.670717,15,344.546875,3850.0
1785221160.670717,12,347.8125,4020.25
1785221160.670717,10,349.46875,4066.5
1785221160.7828639,15,351.09375,4127.5
1785221160.7828639,14,352.734375,4176.25
1785221160.7828639,14,354.390625,4236.0
1785221160.7828639,10,356.03125,4309.0
1785221160.7828639,15,357.671875,4369.0
1785221160.7828639,15,359.328125,4408.75
1785221160.7828639,11,0.96875,4479.75
1785221160.7828639,15,2.59375,4599.75
1785221160.7828639,15,4.265625,4691.75
1785221160.7828639,15,5.890625,4761.0
1785221160.7828639,15,7.546875,4840.5
1785221160.7828639,9,9.1875,4917.5
1785221160.7828639,11,10.75,5010.75
1785221160.7828639,13,12.40625,5097.5
1785221160.7828639,8,14.03125,5165.75
1785221160.7828639,15,198.34375,5093.0
1785221160.7828639,15,219.671875,5876.0
1785221160.7828639,15,222.984375,5432.75
1785221160.7828639,15,226.3125,5076.75
1785221160.7828639,15,236.3125,3319.25
1785221160.7828639,15,237.953125,3287.75
1785221160.7828639,15,242.828125,3776.25
1785221160.7828639,15,244.5,3714.5
1785221160.7828639,15,246.125,3660.5
1785221160.7828639,15,247.796875,3597.0
1785221160.7828639,15,249.453125,3546.5
1785221160.7828639,15,251.109375,3499.5
1785221160.7828639,15,252.75,3446.25
1785221160.7828639,15,254.390625,3404.0
1785221160.7828639,15,256.03125,3378.25
1785221160.7828639,15,257.6875,3390.25
1785221160.7828639,15,259.34375,3436.25
1785221160.7828639,15,260.984375,3442.75
1785221160.7828639,15,265.875,3732.25
1785221160.7828639,15,267.515625,3717.0
1785221160.7828639,15,269.1875,3708.25
1785221160.7828639,15,270.8125,3693.5
1785221160.7828639,15,272.453125,3692.0
1785221160.7828639,15,274.125,3690.75
1785221160.7828639,15,275.71875,3677.25
1785221160.7828639,15,277.359375,3682.5
1785221160.7828639,15,278.984375,3690.0
1785221160.7828639,15,280.640625,3708.0
1785221160.7828639,15,282.265625,3735.0
1785221160.7828639,15,283.890625,3757.75
1785221160.7828639,15,285.5625,3767.5
1785221160.7828639,15,287.171875,3782.75
1785221160.7828639,15,288.828125,3804.75
1785221160.7828639,15,290.453125,3824.5
1785221160.7828639,15,292.09375,3865.5
1785221160.7828639,15,295.40625,3675.75
1785221160.7828639,15,297.03125,3619.75
1785221160.7828639,15,300.5,3343.75
1785221160.7828639,15,302.125,3368.75
1785221160.7828639,15,303.78125,3417.75
1785221160.7828639,15,305.421875,3480.25
1785221160.7828639,15,307.078125,3548.5
1785221160.7828639,15,308.71875,3634.25
1785221160.7828639,15,310.328125,3714.25
1785221160.7828639,9,316.953125,3744.25
1785221160.7828639,15,318.59375,3728.5
1785221160.7828639,12,320.21875,3698.75
1785221160.7828639,11,321.890625,3679.75
1785221160.7828639,14,323.609375,3677.25
1785221160.7828639,15,325.234375,3677.0
1785221160.7828639,15,326.90625,3680.75
1785221160.7828639,14,328.546875,3679.25
1785221160.7828639,15,330.1875,3677.25
1785221160.7828639,13,331.859375,3681.5
1785221160.7828639,15,333.5,3705.75
1785221160.7828639,15,335.140625,3731.0
1785221160.7828639,8,336.796875,3751.25
1785221160.7828639,8,338.46875,3780.75
1785221160.7828639,13,340.109375,3819.5
1785221160.7828639,13,343.421875,3859.25
1785221160.7828639,10,345.046875,3860.0
1785221160.7828639,11,348.3125,4031.25
1785221160.7828639,15,349.953125,4082.0
1785221160.8945248,15,351.578125,4139.0
1785221160.8945248,11,353.25,4188.0
1785221160.8945248,12,354.890625,4250.0
1785221160.8945248,12,356.515625,4327.0
1785221160.8945248,15,358.1875,4387.25
1785221160.8945248,15,359.828125,4426.0
1785221160.8945248,8,1.453125,4510.5
1785221160.8945248,14,3.109375,4603.25
1785221160.8945248,15,4.734375,4694.75
1785221160.8945248,15,6.390625,4788.0
1785221160.8945248,15,8.046875,4849.75
1785221160.8945248,11,9.703125,4922.0
1785221160.8945248,14,11.25,5021.25
1785221160.8945248,13,12.890625,5112.5
1785221160.8945248,15,193.9375,5415.25
1785221160.8945248,15,197.234375,5057.25
1785221160.8945248,15,198.875,5031.25
1785221160.8945248,15,225.203125,5139.25
1785221160.8945248,15,236.890625,3311.75
1785221160.8945248,15,238.53125,3279.5
1785221160.8945248,15,241.765625,3843.5
1785221160.8945248,15,243.40625,3770.5
1785221160.8945248,15,245.046875,3714.25
1785221160.8945248,15,246.71875,3644.0
1785221160.8945248,15,248.375,3576.75
1785221160.8945248,15,250.0,3536.5
1785221160.8945248,15,251.640625,3492.5
1785221160.8945248,15,253.28125,3437.25
1785221160.8945248,15,254.9375,3398.5
1785221160.8945248,15,256.609375,3372.5
1785221160.8945248,15,259.859375,3467.25
1785221160.8945248,15,261.53125,3439.75
1785221160.8945248,15,264.765625,3732.5
1785221160.8945248,15,266.421875,3727.75
1785221160.8945248,15,268.078125,3725.25
1785221160.8945248,15,269.703125,3711.75
1785221160.8945248,15,271.34375,3681.25
1785221160.8945248,15,273.015625,3683.25
1785221160.8945248,15,274.59375,3692.5
1785221160.8945248,15,276.25,3692.5
1785221160.8945248,15,277.875,3702.5
1785221160.8945248,15,279.53125,3707.75
1785221160.8945248,15,281.171875,3719.0
1785221160.8945248,15,282.8125,3745.5
1785221160.8945248,15,284.453125,3763.5
1785221160.8945248,15,286.078125,3776.5
1785221160.8945248,15,287.703125,3791.25
1785221160.8945248,15,289.34375,3809.75
1785221160.8945248,15,290.984375,3840.25
1785221160.8945248,15,292.625,3892.5
1785221160.8945248,15,295.9375,3696.0
1785221160.8945248,15,301.046875,3340.75
1785221160.8945248,15,302.6875,3381.0
1785221160.8945248,15,304.3125,3440.25
1785221160.8945248,15,305.96875,3502.0
1785221160.8945248,15,307.609375,3578.0
1785221160.8945248,15,309.265625,3662.0
1785221160.8945248,12,310.890625,3736.0
1785221160.8945248,9,317.5,3752.0
1785221160.8945248,15,319.140625,3714.0
1785221160.8945248,15,320.796875,3688.75
1785221160.8945248,13,322.5,3674.25
