timestamp,quality,angle_deg,distance_mm
1785213101.435915,15,350.734375,3587.75
1785213101.435915,15,354.015625,3841.0
1785213101.435915,15,355.65625,3889.5
1785213101.435915,15,357.296875,3953.0
1785213101.435915,11,358.9375,3999.0
1785213101.435915,12,0.609375,4024.75
1785213101.435915,15,2.25,4063.0
1785213101.435915,15,3.890625,4103.5
1785213101.435915,15,5.53125,4138.5
1785213101.435915,15,7.1875,4186.5
1785213101.435915,11,8.8125,4265.5
1785213101.435915,15,10.421875,4351.25
1785213101.435915,10,12.046875,4431.25
1785213101.435915,15,222.546875,5124.5
1785213101.435915,15,225.859375,4809.25
1785213101.435915,15,227.46875,4692.5
1785213101.435915,15,232.515625,3313.0
1785213101.435915,15,240.6875,3706.5
1785213101.435915,15,242.34375,3636.25
1785213101.435915,15,243.984375,3573.0
1785213101.435915,15,245.640625,3516.5
1785213101.435915,15,247.28125,3465.5
1785213101.435915,15,248.921875,3414.0
1785213101.435915,15,250.578125,3369.75
1785213101.435915,15,252.21875,3338.75
1785213101.435915,15,255.484375,3412.75
1785213101.435915,11,257.125,3413.5
1785213101.435915,15,260.40625,3677.5
1785213101.435915,15,262.03125,3664.25
1785213101.435915,15,263.6875,3632.75
1785213101.435915,15,265.34375,3616.75
1785213101.435915,15,266.96875,3606.0
1785213101.435915,15,268.625,3597.5
1785213101.435915,15,270.265625,3598.25
1785213101.435915,15,271.90625,3604.25
1785213101.435915,15,273.53125,3614.0
1785213101.435915,15,275.171875,3610.5
1785213101.435915,15,276.8125,3606.25
1785213101.435915,15,278.46875,3623.0
1785213101.435915,15,280.078125,3634.5
1785213101.435915,15,281.734375,3658.0
1785213101.435915,15,283.359375,3693.75
1785213101.435915,15,285.0,3716.75
1785213101.435915,15,286.640625,3745.5
1785213101.435915,15,288.296875,3767.25
1785213101.435915,14,293.234375,3480.75
1785213101.435915,15,296.5625,3221.75
1785213101.435915,15,298.1875,3233.5
1785213101.435915,15,299.9375,3290.75
1785213101.435915,15,301.59375,3346.5
1785213101.435915,15,303.21875,3395.5
1785213101.435915,15,304.875,3462.25
1785213101.435915,15,306.515625,3540.5
1785213101.435915,15,308.15625,3619.75
1785213101.435915,15,314.75,3669.25
1785213101.435915,15,316.40625,3656.5
1785213101.435915,13,318.03125,3624.25
1785213101.435915,7,319.6875,3588.25
1785213101.435915,15,321.359375,3555.0
1785213101.435915,14,322.984375,3533.0
1785213101.435915,15,324.65625,3523.25
1785213101.435915,15,326.296875,3513.5
1785213101.435915,15,327.9375,3511.0
1785213101.435915,15,329.59375,3517.5
1785213101.435915,15,331.234375,3521.0
1785213101.435915,15,332.90625,3521.25
1785213101.435915,15,334.546875,3522.5
1785213101.435915,15,336.171875,3533.5
1785213101.435915,11,337.828125,3548.0
1785213101.435915,10,339.46875,3560.0
1785213101.435915,10,341.125,3560.75
1785213101.435915,15,342.796875,3569.0
1785213101.435915,7,344.421875,3592.0
1785213101.435915,10,346.078125,3604.5
1785213101.435915,15,347.6875,3598.5
1785213101.435915,15,349.375,3588.5
1785213102.8936841,15,351.0,3584.75
1785213102.8936841,15,354.25,3853.0
1785213102.8936841,15,355.921875,3894.0
1785213102.8936841,15,357.546875,3941.75
1785213102.8936841,13,359.203125,3992.5
1785213102.8936841,13,0.859375,4036.25
1785213102.8936841,15,2.484375,4083.75
1785213102.8936841,15,4.125,4118.5
1785213102.8936841,15,5.78125,4135.0
1785213102.8936841,15,7.421875,4177.5
1785213102.8936841,14,9.0625,4261.5
1785213102.8936841,15,10.671875,4362.25
1785213102.8936841,8,12.3125,4449.75
1785213102.8936841,9,181.53125,10142.75
1785213102.8936841,15,216.21875,5952.5
1785213102.8936841,15,221.1875,5283.0
1785213102.8936841,15,226.140625,4790.0
1785213102.8936841,15,227.765625,4670.0
1785213102.8936841,15,231.171875,3318.75
1785213102.8936841,15,232.796875,3303.75
1785213102.8936841,14,234.4375,3312.0
1785213102.8936841,15,237.671875,3836.0
1785213102.8936841,15,239.34375,3760.0
1785213102.8936841,15,240.984375,3702.5
1785213102.8936841,15,242.640625,3630.75
1785213102.8936841,15,244.28125,3559.75
1785213102.8936841,15,245.921875,3512.0
1785213102.8936841,15,247.59375,3456.75
1785213102.8936841,15,249.234375,3402.0
1785213102.8936841,15,250.875,3371.5
1785213102.8936841,15,252.515625,3341.0
1785213102.8936841,15,255.796875,3414.5
1785213102.8936841,15,257.421875,3451.5
1785213102.8936841,15,260.703125,3689.25
1785213102.8936841,15,262.34375,3663.0
1785213102.8936841,15,263.96875,3636.25
1785213102.8936841,15,265.625,3612.25
1785213102.8936841,9,173.9375,10190.0
1785213102.8936841,15,200.21875,10244.0
1785213102.8936841,15,223.46875,5035.75
1785213102.8936841,15,225.109375,4889.75
1785213102.8936841,15,226.78125,4759.0
1785213102.8936841,15,231.84375,3344.25
1785213102.8936841,15,233.484375,3311.25
1785213102.8936841,15,238.359375,3802.25
1785213102.8936841,15,240.03125,3737.5
