timestamp,quality,angle_deg,distance_mm
1785147634.3146722,15,353.3125,7376.5
1785147634.3146722,15,356.609375,6943.75
1785147634.3146722,15,358.25,6933.75
1785147634.3146722,15,1.546875,6870.0
1785147634.3146722,15,3.1875,6890.75
1785147634.3146722,15,4.84375,6707.75
1785147634.3146722,15,6.484375,6636.25
1785147634.3146722,15,8.125,6697.0
1785147634.3146722,10,19.578125,6794.25
1785147634.3146722,15,46.578125,107.75
1785147634.3146722,15,48.140625,105.75
1785147634.3146722,15,162.09375,10466.75
1785147634.3146722,15,163.734375,10358.5
1785147634.3146722,9,165.375,10226.0
1785147634.3146722,15,211.5,3949.5
1785147634.3146722,9,213.140625,3846.75
1785147634.3146722,15,219.734375,3384.25
1785147634.3146722,15,224.703125,3082.5
1785147634.3146722,15,226.328125,3052.25
1785147634.3146722,15,231.234375,2793.0
1785147634.3146722,15,232.90625,2773.75
1785147634.3146722,15,234.53125,2723.0
1785147634.3146722,15,236.171875,2676.0
1785147634.3146722,15,237.8125,2656.25
1785147634.3146722,15,239.46875,2622.75
1785147634.3146722,15,241.109375,2580.75
1785147634.3146722,15,242.71875,2547.25
1785147634.3146722,15,244.390625,2526.0
1785147634.3146722,15,246.03125,2503.25
1785147634.3146722,13,247.671875,2485.25
1785147634.3146722,13,249.328125,2472.5
1785147634.3146722,15,250.96875,2460.0
1785147634.3146722,13,252.625,2451.5
1785147634.3146722,15,254.265625,2447.0
1785147634.3146722,15,255.90625,2439.75
1785147634.3146722,14,257.53125,2428.25
1785147634.3146722,15,259.203125,2415.0
1785147634.3146722,15,260.828125,2401.75
1785147634.3146722,15,262.484375,2399.25
1785147634.3146722,15,264.125,2400.25
1785147634.3146722,15,265.75,2398.5
1785147634.3146722,15,267.359375,2397.25
1785147634.3146722,15,269.0,2397.0
1785147634.3146722,15,270.65625,2404.75
1785147634.3146722,15,272.3125,2418.5
1785147634.3146722,15,273.953125,2432.25
1785147634.3146722,15,275.546875,2441.0
1785147634.3146722,14,277.203125,2449.25
1785147634.3146722,12,278.84375,2460.25
1785147634.3146722,15,280.453125,2480.25
1785147634.3146722,14,282.109375,2508.75
1785147634.3146722,12,283.703125,2532.0
1785147634.3146722,13,285.34375,2550.0
1785147634.3146722,15,286.984375,2572.0
1785147634.3146722,15,288.625,2600.5
1785147634.3146722,15,290.25,2627.75
1785147634.3146722,11,291.890625,2652.5
1785147634.3146722,15,293.5,2692.5
1785147634.3146722,11,295.125,2735.75
1785147634.3146722,11,296.78125,2770.5
1785147634.3146722,15,298.390625,2824.75
1785147634.3146722,14,300.109375,2874.5
1785147634.3146722,15,301.734375,2914.5
1785147634.3146722,15,303.359375,2982.25
1785147634.3146722,11,305.015625,3035.0
1785147634.3146722,11,308.25,3171.25
1785147634.3146722,15,309.90625,3223.75
1785147634.3146722,15,313.15625,3407.0
1785147634.3146722,13,314.796875,3490.0
1785147634.3146722,15,318.03125,3701.0
1785147634.3146722,8,321.296875,3948.5
1785147634.3146722,15,326.203125,4395.75
1785147634.3146722,8,329.46875,4774.75
1785147634.3146722,15,349.0625,9255.5
1785147635.7762718,15,352.390625,7436.0
1785147635.7762718,15,355.6875,7055.5
1785147635.7762718,15,358.984375,6752.5
1785147635.7762718,15,2.265625,6992.25
1785147635.7762718,15,8.84375,6730.0
1785147635.7762718,15,28.375,434.25
1785147635.7762718,15,47.140625,107.0
1785147635.7762718,15,51.25,101.0
1785147635.7762718,8,162.703125,10307.5
1785147635.7762718,15,164.359375,10190.0
1785147635.7762718,15,174.28125,6613.75
1785147635.7762718,15,177.546875,6946.0
1785147635.7762718,8,194.03125,6171.5
1785147635.7762718,15,177.75,6881.75
1785147635.7762718,15,197.484375,5612.25
1785147635.7762718,11,209.046875,4121.25
1785147635.7762718,12,212.34375,3881.0
1785147635.7762718,15,214.0,3782.0
1785147635.7762718,15,217.296875,3533.0
1785147635.7762718,15,220.625,3324.75
1785147635.7762718,13,222.28125,3233.25
1785147635.7762718,15,223.9375,3149.25
1785147635.7762718,12,225.546875,3080.75
1785147635.7762718,15,227.171875,3023.75
1785147635.7762718,15,230.5,2836.0
1785147635.7762718,12,232.140625,2786.0
1785147635.7762718,15,233.78125,2756.5
1785147635.7762718,15,235.4375,2717.5
1785147635.7762718,15,237.078125,2670.25
1785147635.7762718,15,238.71875,2634.5
1785147635.7762718,11,240.34375,2602.5
1785147635.7762718,15,242.015625,2563.0
1785147635.7762718,13,243.625,2539.0
1785147635.7762718,15,245.265625,2518.25
1785147635.7762718,12,246.90625,2495.0
1785147635.7762718,11,248.546875,2479.25
1785147635.7762718,13,250.21875,2464.25
1785147635.7762718,15,251.828125,2457.25
1785147635.7762718,13,253.484375,2450.75
1785147635.7762718,15,255.140625,2442.75
1785147635.7762718,15,256.78125,2435.75
1785147635.7762718,15,258.40625,2424.0
1785147635.7762718,15,260.0625,2413.75
1785147635.7762718,15,261.6875,2405.5
1785147635.7762718,15,263.34375,2400.25
1785147635.7762718,15,264.96875,2398.75
1785147635.7762718,15,266.578125,2400.25
1785147635.7762718,12,268.25,2392.5
1785147635.7762718,15,269.859375,2395.25
1785147635.7762718,15,271.515625,2412.5
1785147635.7762718,15,273.15625,2423.0
1785147635.7762718,15,274.78125,2434.75
1785147635.7762718,15,276.375,2446.5
1785147635.7762718,14,278.015625,2456.5
1785147635.7762718,12,279.671875,2468.25
1785147635.7762718,15,281.265625,2492.5
1785147635.7762718,13,282.9375,2521.5
1785147635.7762718,15,284.53125,2540.75
1785147635.7762718,10,286.171875,2559.25
1785147635.7762718,15,287.8125,2586.0
1785147635.7762718,13,289.4375,2616.75
1785147635.7762718,15,291.046875,2640.0
1785147635.7762718,12,292.6875,2665.25
1785147635.7762718,15,294.328125,2710.75
1785147635.7762718,13,295.953125,2749.75
1785147635.7762718,15,297.5625,2790.25
1785147635.7762718,11,299.296875,2852.0
1785147635.7762718,9,300.90625,2898.5
1785147635.7762718,15,302.5625,2941.25
1785147635.7762718,15,304.171875,3003.25
1785147635.7762718,6,305.8125,3057.0
1785147635.7762718,11,309.09375,3196.0
1785147635.7762718,4,312.34375,3365.75
1785147635.7762718,15,313.96875,3451.25
1785147635.7762718,8,315.59375,3537.0
1785147635.7762718,15,317.234375,3628.75
1785147635.7762718,12,320.484375,3883.5
1785147635.7762718,10,323.75,4151.25
1785147636.002532,15,358.53125,6904.75
1785147636.002532,15,0.171875,6988.75
1785147636.002532,15,1.796875,6984.0
1785147636.002532,15,5.09375,6748.0
1785147636.002532,15,8.421875,5743.25
1785147636.002532,15,26.421875,410.25
1785147636.002532,15,28.015625,409.5
1785147636.002532,15,46.75,107.75
1785147636.002532,15,50.875,102.25
1785147636.002532,11,162.1875,10453.25
1785147636.002532,15,163.828125,10340.25
1785147636.002532,15,211.53125,3949.5
1785147636.002532,9,213.203125,3847.5
1785147636.002532,15,219.78125,3376.5
1785147636.002532,15,224.71875,3082.75
1785147636.002532,15,226.390625,3052.5
1785147636.002532,15,231.328125,2792.75
1785147636.002532,15,232.9375,2773.5
1785147636.002532,15,236.234375,2672.25
1785147636.002532,15,237.90625,2648.5
1785147636.002532,15,239.53125,2619.25
1785147636.002532,15,241.171875,2583.25
1785147636.002532,15,242.828125,2551.0
1785147636.002532,15,244.453125,2527.75
1785147636.002532,15,246.09375,2502.75
1785147636.002532,14,247.734375,2485.0
1785147636.002532,14,249.40625,2472.5
1785147636.002532,15,251.03125,2459.5
1785147636.002532,12,252.671875,2450.75
1785147636.002532,13,254.328125,2446.0
1785147636.002532,15,255.953125,2439.5
1785147636.002532,15,257.609375,2429.0
1785147636.002532,15,259.25,2416.0
1785147636.002532,15,260.890625,2402.75
1785147636.002532,15,262.515625,2399.5
1785147636.002532,15,264.140625,2400.25
1785147636.002532,15,265.78125,2398.25
1785147636.002532,15,267.4375,2397.25
1785147636.002532,15,269.0625,2397.25
1785147636.002532,15,270.703125,2407.0
1785147636.002532,15,272.34375,2417.75
1785147636.002532,15,273.96875,2429.5
1785147636.002532,15,275.546875,2441.25
1785147636.002532,13,277.203125,2449.0
1785147636.002532,13,278.828125,2460.0
