elapsed_s,planner_state,plan_reason,planned_speed,planned_steering,command_speed,command_steering,command_reason,safety_overrode_command,lidar_scan_timestamp,lidar_is_new_scan,lidar_valid,lidar_unsafe,lidar_observed_points,lidar_reason,car_count,first_car_seen,first_car_confirmed,first_car_turn_reached,first_car_edge_y_back_mm,first_car_turn_error_mm,gap_pair_observed,gap_found,gap_confirmed,gap_coasted,gap_width_mm,gap_center_x_right_mm,gap_center_y_back_mm,entry_target_y_back_mm,entry_error_mm,entry_reached,slot_depth_x_right,slot_depth_y_back,raw_gap_scan_timestamp,raw_gap_observed_width_mm,raw_gap_first_x_right_mm,raw_gap_first_y_back_mm,raw_gap_second_x_right_mm,raw_gap_second_y_back_mm,geometry_found,geometry_has_side_pair,geometry_has_back_line,geometry_confidence,geometry_coasted,geometry_reason,geometry_lateral_error_px,geometry_lateral_error_norm,geometry_heading_error_deg,geometry_depth_remaining_px,geometry_slot_width_px,geometry_slot_depth_px,completion_candidate,completion_reason,footprint_min_lateral_mm,footprint_max_lateral_mm,footprint_min_depth_mm,footprint_max_depth_mm,pose_required,pose_source,pose_locked,pose_tracked,pose_stale,pose_held,pose_lost,pose_scan_timestamp,pose_translation_mm,pose_rotation_deg,pose_support_points,pose_bilateral_support,pose_depth_span_mm,pose_reason,pose_polygon_mm,map_frozen,map_source_scan_timestamp,map_landmark_count,map_surface_point_count,map_reason,map_icp_fallback_scans,path_status,path_found,path_reason,path_curvature_per_px,path_maximum_curvature_per_px,path_lookahead_x_px,path_lookahead_y_px,path_points_px,lease_valid,lease_expires_at_s,lease_remaining_s,lease_last_fresh_pose_at_s,lease_pose_age_s
1.200645,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203895.8799713,1,1,1,69,safety_obstacle,2,1,1,1,180.495,-830.495,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
1.310939,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203895.9946942,1,1,1,70,safety_obstacle,2,1,1,1,147.455,-797.455,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
1.433748,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203896.1095064,1,1,0,71,two_cars_no_valid_gap,2,1,1,1,128.568,-778.568,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
1.527683,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203896.2239833,1,1,1,80,safety_obstacle,2,1,1,1,117.385,-767.385,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
1.634917,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203896.3387034,1,1,1,78,safety_obstacle,2,1,1,1,85.04,-735.04,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
1.742882,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203896.4533982,1,1,0,91,one_parked_car,1,1,1,1,-31.23,-618.77,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
1.85261,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203896.566993,1,1,0,88,one_parked_car,1,1,1,1,-70.461,-579.539,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
1.965076,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203896.682204,1,1,0,82,one_parked_car,1,1,1,1,-34.755,-615.245,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
2.067737,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203896.682204,0,1,0,82,one_parked_car,1,1,1,1,-34.755,-615.245,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
2.175894,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203896.796713,1,1,0,85,one_parked_car,1,1,1,1,-23.387,-626.613,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
2.287251,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203896.9118707,1,1,0,74,one_parked_car,1,1,1,1,-38.624,-611.376,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
2.401717,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203897.0260427,1,1,0,72,one_parked_car,1,1,1,1,-139.693,-510.307,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
2.50781,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203897.1409342,1,1,0,80,one_parked_car,1,1,1,1,-141.476,-508.524,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
2.615436,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203897.2516613,1,1,0,81,one_parked_car,1,1,1,1,-76.303,-573.697,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
2.719953,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203897.366747,1,1,0,76,one_parked_car,1,1,1,1,-27.35,-622.65,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
2.829091,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203897.480908,1,1,0,71,one_parked_car,1,1,1,1,-141.789,-508.211,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
2.939332,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203897.595346,1,1,0,65,searching_for_parked_cars,0,0,0,0,,,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
3.047928,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203897.710564,1,1,0,72,one_parked_car,1,1,0,0,-124.429,-525.571,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
3.157952,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203897.8248494,1,1,0,69,one_parked_car,1,1,1,1,-91.559,-558.441,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
3.263786,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203897.9396973,1,1,0,65,one_parked_car,1,1,1,1,-109.829,-540.171,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
3.37269,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203898.0550127,1,1,0,71,one_parked_car,1,1,1,1,-142.518,-507.482,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
3.4803,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203898.168879,1,1,0,65,one_parked_car,1,1,1,1,-133.348,-516.652,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
3.58441,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203898.2838717,1,1,0,60,one_parked_car,1,1,1,1,-104.535,-545.465,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
3.689058,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203898.3980482,1,1,0,64,one_parked_car,1,1,1,1,-116.938,-533.062,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
3.798633,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203898.5127404,1,1,0,70,one_parked_car,1,1,1,1,-114.032,-535.968,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
3.910904,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203898.627743,1,1,0,63,one_parked_car,1,1,1,1,-111.122,-538.878,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
4.015181,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203898.7417493,1,1,0,61,one_parked_car,1,1,1,1,-120.382,-529.618,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
4.126191,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203898.7417493,0,1,0,61,one_parked_car,1,1,1,1,-120.382,-529.618,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
4.228833,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203898.8569605,1,1,0,61,one_parked_car,1,1,1,1,-116.228,-533.772,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
4.338649,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203898.9722176,1,1,0,65,one_parked_car,1,1,1,1,-121.412,-528.588,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
4.450365,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203899.0856876,1,1,0,58,searching_for_parked_cars,0,0,0,0,,,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
4.557815,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203899.20076,1,1,0,61,searching_for_parked_cars,0,0,0,0,,,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
4.671353,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203899.3153708,1,1,0,65,searching_for_parked_cars,0,0,0,0,,,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
4.772297,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203899.4295642,1,1,0,64,searching_for_parked_cars,0,0,0,0,,,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
4.883693,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203899.545231,1,1,0,61,searching_for_parked_cars,0,0,0,0,,,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
4.989671,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203899.6560369,1,1,0,69,searching_for_parked_cars,0,0,0,0,,,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
5.095939,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203899.7706482,1,1,0,79,searching_for_parked_cars,0,0,0,0,,,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
5.205975,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203899.8851285,1,1,0,85,searching_for_parked_cars,0,0,0,0,,,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
5.309323,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203900.0006192,1,1,0,77,searching_for_parked_cars,0,0,0,0,,,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
5.415951,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203900.1155016,1,1,0,83,one_parked_car,1,1,0,0,-114.235,-535.765,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
5.525328,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203900.2288272,1,1,0,86,two_cars_no_valid_gap,2,1,1,1,26.556,-676.556,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
5.63556,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203900.3445294,1,1,0,70,one_parked_car,1,1,1,1,2.811,-652.811,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
5.740873,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203900.458675,1,1,0,68,one_parked_car,1,1,1,1,-24.461,-625.539,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
5.847487,idle,waiting_for_start,0,0,0,0,waiting_for_start,0,1785203900.5732756,1,1,0,73,one_parked_car,1,1,1,1,-4.828,-645.172,0,0,0,0,,,,-300.0,,0,,,,,,,,,0,0,0,0.0,0,lidar_slot_box_unavailable,0.0,0.0,0.0,,,,0,footprint_unavailable,,,,,0,NONE,0,0,0,0,0,,0.0,0.0,0,0,0.0,slot_not_locked,,0,,0,0,,0,,0,,,,,,,0,,,,
