timestamp,elapsed_s,scan_index,quality,angle_deg,distance_mm
1785209487.679057360,0.020632,0,14,350.468750,3946.250
1785209487.679057360,0.020632,0,11,352.109375,3970.750
1785209487.679057360,0.020632,0,13,353.750000,4001.250
1785209487.679057360,0.020632,0,15,355.375000,4034.500
1785209487.679057360,0.020632,0,14,357.000000,4062.750
1785209487.679057360,0.020632,0,15,358.656250,4085.250
1785209487.679057360,0.020632,0,15,0.281250,4112.000
1785209487.679057360,0.020632,0,15,1.906250,4135.500
1785209487.679057360,0.020632,0,15,3.562500,4139.500
1785209487.679057360,0.020632,0,15,5.187500,4146.750
1785209487.679057360,0.020632,0,15,6.828125,4169.250
1785209487.679057360,0.020632,0,15,8.453125,4230.750
1785209487.679057360,0.020632,0,14,10.093750,4317.000
1785209487.679057360,0.020632,0,14,11.656250,4384.250
1785209487.679057360,0.020632,0,7,182.984375,10185.250
1785209487.679057360,0.020632,0,15,184.609375,10137.500
1785209487.679057360,0.020632,0,15,222.296875,5384.000
1785209487.679057360,0.020632,0,15,225.578125,5047.500
1785209487.679057360,0.020632,0,15,228.843750,4757.500
1785209487.679057360,0.020632,0,15,230.484375,4639.250
1785209487.679057360,0.020632,0,15,233.859375,3420.750
1785209487.679057360,0.020632,0,15,235.500000,3423.250
1785209487.679057360,0.020632,0,15,240.359375,3876.000
1785209487.679057360,0.020632,0,15,241.984375,3815.250
1785209487.679057360,0.020632,0,15,243.625000,3756.250
1785209487.679057360,0.020632,0,15,245.250000,3702.750
1785209487.679057360,0.020632,0,15,246.906250,3635.750
1785209487.679057360,0.020632,0,15,248.531250,3576.000
1785209487.679057360,0.020632,0,15,250.156250,3531.000
1785209487.679057360,0.020632,0,15,251.796875,3486.250
1785209487.679057360,0.020632,0,15,253.453125,3440.750
1785209487.679057360,0.020632,0,15,256.671875,3549.000
1785209487.679057360,0.020632,0,15,258.312500,3578.000
1785209487.679057360,0.020632,0,15,261.531250,3796.750
1785209487.679057360,0.020632,0,15,263.171875,3794.250
1785209487.679057360,0.020632,0,15,264.812500,3780.250
1785209487.679057360,0.020632,0,15,266.453125,3764.750
1785209487.679057360,0.020632,0,15,268.078125,3760.750
1785209487.679057360,0.020632,0,15,269.718750,3732.250
1785209487.679057360,0.020632,0,15,271.343750,3717.250
1785209487.679057360,0.020632,0,15,272.953125,3732.250
1785209487.679057360,0.020632,0,15,274.562500,3747.750
1785209487.679057360,0.020632,0,15,276.218750,3759.500
1785209487.679057360,0.020632,0,15,277.828125,3769.000
1785209487.679057360,0.020632,0,15,279.468750,3775.250
1785209487.679057360,0.020632,0,15,281.078125,3782.000
1785209487.679057360,0.020632,0,15,282.703125,3802.500
1785209487.679057360,0.020632,0,15,284.359375,3815.000
1785209487.679057360,0.020632,0,15,285.968750,3830.250
1785209487.679057360,0.020632,0,15,287.593750,3864.000
1785209487.679057360,0.020632,0,15,289.218750,3850.500
1785209487.679057360,0.020632,0,15,292.515625,3621.750
1785209487.679057360,0.020632,0,15,295.796875,3355.500
1785209487.679057360,0.020632,0,15,297.437500,3342.000
1785209487.679057360,0.020632,0,15,299.187500,3381.250
1785209487.679057360,0.020632,0,15,300.828125,3427.250
1785209487.679057360,0.020632,0,15,302.453125,3492.500
